Product Name,Price,Quantity,Store,Image
Ginebra THE LONDON No1 Blue Gin (700  ml),195160,1,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472351-500-auto?v=638613161146800000&width=500&height=auto&aspect=true
Ron blanco BACARDI mandarina edición limitada  (750  ml),53700,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/18578440-500-auto?v=638675452385400000&width=500&height=auto&aspect=true
Aguardiente ANTIOQUENO Azul sin azúcar caja (1050  ml),50800,1050,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472121-500-auto?v=638613155440600000&width=500&height=auto&aspect=true
Aguardiente  De manzanares sin azúcar botella (750  ml),42200,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17484554-500-auto?v=638613358494570000&width=500&height=auto&aspect=true
Licor AMARETO D SARON Amaretto (750  ml),155000,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/18542483-500-auto?v=638671863739030000&width=500&height=auto&aspect=true
Coctel SMIRNOFF Ice original x 4und botella (275  ml),33800,4und,Carulla,https://carulla.vtexassets.com/arquivos/ids/17476858-500-auto?v=638613271012630000&width=500&height=auto&aspect=true
Aguardiente Mil Demonios 1000 Demonios (375  ml),55400,1000,Carulla,https://carulla.vtexassets.com/arquivos/ids/17751860-500-auto?v=638621782408770000&width=500&height=auto&aspect=true
Licor CONVIER Triple Sec (750  ml),80800,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472130-500-auto?v=638613155660500000&width=500&height=auto&aspect=true
Ron blanco BACARDI Sabor limón  (750  ml),54000,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472197-500-auto?v=638613157098500000&width=500&height=auto&aspect=true
Tequila GRAN CENTENARIO Respodado 100% Agave  (700  ml),104040,100,Carulla,https://carulla.vtexassets.com/arquivos/ids/17476696-500-auto?v=638613268147730000&width=500&height=auto&aspect=true
Tequila Blanco GRAN CENTENARIO Plata 100% Agave  (700  ml),104040,100,Carulla,https://carulla.vtexassets.com/arquivos/ids/17476695-500-auto?v=638613268125930000&width=500&height=auto&aspect=true
Tequila JOSE CUERVO Especial Reposado botella  (750  ml),103700,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472162-500-auto?v=638613156388900000&width=500&height=auto&aspect=true
Tequila Blanco JOSE CUERVO Especial Blue Agave  (750  ml),99700,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472161-500-auto?v=638613156363030000&width=500&height=auto&aspect=true
Tequila HERRADURA   (750  ml),304800,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17475821-500-auto?v=638613252493970000&width=500&height=auto&aspect=true
Tequila BANDOLERO MARCA EXCLUSIVA Reposado de Agave  (1000  ml),89900,1000,Carulla,https://carulla.vtexassets.com/arquivos/ids/17477722-500-auto?v=638613287276630000&width=500&height=auto&aspect=true
Tequila Blanco 1800 100% Agave  (750  ml),235500,1800,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472325-500-auto?v=638613160471670000&width=500&height=auto&aspect=true
Tequila OLMECA reposado  (700  ml),81515,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/18592680-500-auto?v=638676296411900000&width=500&height=auto&aspect=true
Tequila DON JULIO reposado  (700  ml),282700,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/18405159-500-auto?v=638646885266800000&width=500&height=auto&aspect=true
Tequila JOSE CUERVO   (750  ml),98700,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17424056-500-auto?v=638611479515300000&width=500&height=auto&aspect=true
Tequila OLMECA reposado  (350  ml),55200,350,Carulla,https://carulla.vtexassets.com/arquivos/ids/18592684-500-auto?v=638676296437670000&width=500&height=auto&aspect=true
Tequila 1800 Reposado 100% Agave  (750  ml),242100,1800,Carulla,https://carulla.vtexassets.com/arquivos/ids/17472324-500-auto?v=638613160410800000&width=500&height=auto&aspect=true
Tequila Don Ramón Cristalino Añejo  (700  ml),256500,700,Carulla,https://carulla.vtexassets.com/arquivos/ids/17507165-500-auto?v=638615793196230000&width=500&height=auto&aspect=true
Tequila Blanco CAZADORES Blanco Añejo  (750  ml),168000,750,Carulla,https://carulla.vtexassets.com/arquivos/ids/17478026-500-auto?v=638613293433070000&width=500&height=auto&aspect=true
